Name,Title,aiconalt,View,State,View1,asizebase
Niraj Kumar,"PATHETIC, POOR QUALITY",1.0 out of 5 stars,"Reviewed in India on April 17, 2021",Verified Purchase,"Had gone thru the online reviews & were aware about the poor quality. Still took chance & given order for New Bosch make mixer & grinder. Pathetic experience, got delivered with broken juicer & when received the replacement after contacting the customer care, again got refurbished mixer delivered. Team is not customer focused and doesn't know how to handle the situation. Delivered in too bad condition of packaging. Will not recommend any customer to  buy this product.",One person found this helpful
Zubair,Fantastic,5.0 out of 5 stars,"Reviewed in India on April 21, 2022",Verified Purchase,"I strongly recommend this product.
If they come with multi colour options means it will be value added one.
I have buyed 1000wts mixer really great and OG product.
Packing of the product also great.
Thank you Amazon and Bosch
Regards
Zubair M",
Anushka,Its not that much noise And really quite a piece i must say,5.0 out of 5 stars,"Reviewed in India on May 17, 2021",Verified Purchase,"If your mixer grinder stops works every time you buy and never satisfied from the service and you really think “that’s it i had it enough now i will buy a permanent one” this is it what you are thinking its the best,
Although people say it’s too noisy but i dont think at all it’s perfect and noise is quite better compared to the machine power.
So i say go for it",
Anup H,Grinding quality very good and fast,5.0 out of 5 stars,"Reviewed in India on June 12, 2021",Verified Purchase,"Noise level is very high. Locks are too soft and sometimes come off easily, have to reattach. But they do a decent job. The main features are blades and grinding quality and time taken to grind.. within a few seconds, I can see fine results..so product does the job",
Radha Kapur,Smooth Blend,5.0 out of 5 stars,"Reviewed in India on August 19, 2021",Verified Purchase,"Love this product. I have bought a Philips and the Tefal Grindforce previously. This is much more powerful as those were only 750w. This shakes and vibrates more though you have to adjust with that. Otherwise the blend is smooth. I use it every single day to blend onion, ginger,garlic and tomatoes.",
Pravin sutar,exaggeration to say that this mixer is good,4.0 out of 5 stars,"Reviewed in India on September 11, 2021",Verified Purchase,"It would be an exaggeration to say that this mixer is good. Strength is fine. When it comes to money, a little bit of money seems a lot more expensive. Looking at the brand value is OK. It should have been a little less. The rest is fine. It is too easy &fine to mix idli flour or chutney. The rest is up to you",
Paresh Varde,Received faulty,1.0 out of 5 stars,"Reviewed in India on December 2, 2021",Verified Purchase,"Got the faulty machine and lost replacement window too due to did not try immediately. Had to follow up 100 times with customer care to get it fixed. They replaced replaced the motor and switches to get it work.
Disappointed by the brand",One person found this helpful
Vinay Kumar,Y 4 stars,4.0 out of 5 stars,"Reviewed in India on October 3, 2020",Verified Purchase,"the 1000 w powered mixer does it job really good but .
the build quality of the machine 5/5
the build quality of the juice jar 5/5
the build quality of the main jar 5/5
the build quality of the batter jar 3/5 (u can literally press to bend it)
the build quality of the chutney jar 5/5
the build quality of the mid jar 3/5
4 star only cz of the jar quailt of batter and other sub jar is toooooo low",One person found this helpful
Godwin emmanuel,An average product,3.0 out of 5 stars,"Reviewed in India on August 4, 2021",Verified Purchase,"I had been reviewing for my mixer grinders finally got this based on the reviews.I wish to post my reviews
cons:
1.Very light jar material (not too sturdy like other olden days jar)
2.The lid comes with two way open.The jar lids have very improper finish like it hurts while u clean.I have affixed picture of the improper finish which needs piling. It cut all my fingers and made me bleed.
3.Noise level is not reduced .it is noisy like other mixer grinders.
cons:
1.Look is good and classy
2.The motor is very good.
3.Just in 2 grinds it pounds as well as grinds.",
Amazon Customer,Product with Typical German finish,4.0 out of 5 stars,"Reviewed in India on January 20, 2021",Verified Purchase,"Great purchase for me, had it in my wish list for a while finally knocked it off. I used this deal to get extra 300Rs off.

To say about the mixer itself. I checked in person some recent products similar to this one but I bet none can match this build quality and materials used. lot of attention to detail and elegance has come out well. despite 1000w motor, noise is low even at load. Innovative pounding blade and Dosa flour Jar attachment is huge winner for going to this model. Well done guys who designed it...

Good job by cloudtail, received it in 12 hrs from order. The piece is brand new with packing smell yet not gone. The tapes used for wrapping is still wet. That's how fast I received it. :-)",
Amazon Customer,Such a bad service from Amazon,1.0 out of 5 stars,"Reviewed in India on August 7, 2021",Verified Purchase,Really disappointed with Amazon service. This mixer grinder looks like someone already used. Non of the jars are inside polythene. Even these were not arranged properly inside the box. Someone has already opened this products and just filled back inside. Very bad experience with Amazon for third time. Before this bought washing machines and fridge also. We returned that product and issue is same. Feeling flipkart is much more better than this,
Subho,Awesome product but bit noisy,5.0 out of 5 stars,"Reviewed in India on January 8, 2021",Verified Purchase,"The mixer quality is awesome but due to high power (1000 W) the noise level is bit high. I will give you the final product within few seconds. Amazon delivery was out of the world, so nice packaging it was. I have not found not a small dent in the box even, like oven fresh product delivered at my home.",
Jean Chhangte,A mixer grinder juicer of 10/10 quality!!,5.0 out of 5 stars,"Reviewed in India on May 15, 2021",Verified Purchase,"Go for it because it’s a known brand and it a high quality mixer !
People complaining about the noise; we’ll, it’s a mixer of 1000w ... it will have nouse but you not gona use it overnight like the air conditioning right!

I’ll give it 10/10 👍👍",One person found this helpful
Aditya Narain,Bosch mixer grinder is the best.,5.0 out of 5 stars,"Reviewed in India on November 5, 2020",Verified Purchase,"Noice level: a little noisy...but manageable
Lock feature: the locking feature is just up to the mark...avoid leakage for a better grinding experience.
Easy to clean: Cleaning is easier as the jar lid can be seperate and easily washed and the jars are pretty handy.

All in all a great product and having a good time with the mixer. Kudos to Bosch.",One person found this helpful
Ani G,"Low quality jars, high power mortar.",4.0 out of 5 stars,"Reviewed in India on July 10, 2021",Verified Purchase,The plastic juicer jar is too flimsy. On first use the coupler and washer came off from the jar and all the juice was running down the mixer grinder. Rest 3 jars are ok. Quality of jars are not the best. If you can bear loud noise and replacing jars due to manufacturing defect doesn’t bother then this is right mixer grinder. Rest I will update once more after 6 months of use.,
Gopal Iyer,Atrociously expensive and lowest quality product!,1.0 out of 5 stars,"Reviewed in India on November 10, 2020",Verified Purchase,One of worst products and biggest cheats! The liquid jar cracked while grinding for dosa batter! The steel quality is pathetic,3 people found this helpful
